Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Attrition,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
40,2.0,548,1,3,2,75,3,4,3420,12449,9,14,3,0,12,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
38,1.0,465,11,3,3,72,3,4,4033,5404,2,12,3,0,8,6,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
27,1.0,1328,24,2,1,63,3,4,3539,21293,1,17,4,1,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,1.0,836,10,2,3,98,3,4,2619,18275,2,11,3,1,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,1.0,667,1,4,3,57,4,2,2942,5561,1,14,3,1,6,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,1.0,448,9,3,4,99,4,2,6244,9964,2,24,2,0,19,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50,0.0,1476,2,3,4,40,2,3,4728,15986,1,12,1,1,5,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
36,0.0,1085,12,4,2,95,2,4,8008,21519,3,13,2,0,9,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,2.0,835,9,4,3,78,3,4,2899,7003,1,14,2,1,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
24,0.0,218,2,1,4,45,3,3,6274,8386,1,11,4,0,6,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,2.0,458,26,3,4,81,2,4,2795,12761,1,12,3,1,2,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
40,1.0,583,2,4,2,44,3,4,7143,5855,1,19,4,0,20,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18,2.0,1373,3,1,1,52,4,1,3646,16998,0,19,3,1,10,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
20,1.0,157,16,3,3,99,1,1,2867,10007,1,14,3,1,2,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
32,2.0,329,7,2,1,59,1,4,3211,3339,4,21,4,3,10,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45,1.0,217,2,2,4,66,3,3,5206,2975,4,11,2,0,10,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
35,1.0,1084,16,5,2,98,3,4,2559,19989,0,14,2,3,5,1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,1.0,786,9,4,2,95,2,4,5147,9277,1,21,1,2,7,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,2.0,1339,21,2,3,32,3,4,9250,19294,1,11,2,1,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35,1.0,495,4,4,4,66,2,3,6811,23457,1,11,2,1,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.0,495,7,4,2,77,3,1,5582,3335,4,13,3,1,10,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50,2.0,727,2,3,4,98,2,3,17567,3193,0,12,3,1,28,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
43,1.0,394,1,3,2,72,3,3,16756,19715,1,14,2,1,20,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
31,0.0,591,1,4,1,62,3,1,3748,15062,0,14,3,0,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
32,1.0,1316,6,3,4,60,3,4,2342,26427,1,14,1,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
31,2.0,552,5,3,1,73,3,3,6434,14408,6,16,4,1,10,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21,1.0,699,9,4,2,33,3,2,3785,11652,1,16,4,0,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45,1.0,1489,7,4,2,100,4,4,16823,14120,4,11,4,0,26,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,1.0,1040,3,3,2,70,2,3,1706,14382,4,13,3,0,21,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
36,1.0,1283,1,3,4,81,3,4,8606,2354,0,13,2,1,14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
18,2.0,240,20,1,4,49,3,4,1675,17205,1,15,3,0,0,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,2.0,806,8,4,4,81,2,2,2889,6889,7,15,2,0,12,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
55,1.0,1490,16,4,3,80,3,4,17328,26278,4,18,4,0,31,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,1.0,1402,29,4,4,91,4,4,4568,20489,1,13,3,1,8,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,1.0,1302,8,2,2,50,2,3,13525,5569,0,14,3,1,20,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1.0,342,3,3,1,57,2,2,17861,7791,6,12,1,0,26,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
47,1.0,1246,21,4,4,52,3,4,16659,25657,1,11,4,0,17,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,2.0,617,5,3,2,48,2,3,4534,5044,0,11,2,1,18,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,1.0,1291,21,1,4,98,3,2,5126,7103,2,15,1,1,11,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,1.0,723,2,4,4,89,3,1,4663,10110,2,14,4,1,19,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
27,1.0,1339,6,3,1,41,3,3,2956,9150,0,13,3,1,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1.0,1084,24,3,3,54,3,3,2356,18410,1,12,4,0,10,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
43,1.0,427,7,3,2,66,4,4,5070,23361,7,20,1,2,16,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,2.0,1218,11,2,3,57,3,4,19419,4235,1,11,1,0,21,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29,1.0,964,10,4,2,84,3,3,2319,7324,7,14,3,1,5,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,1.0,1109,1,4,1,87,3,4,19033,14295,4,12,4,1,33,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,1.0,1475,7,2,1,86,3,1,3420,12287,3,11,3,1,9,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
59,1.0,1333,2,4,3,90,2,4,5094,20652,2,11,3,0,10,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
38,1.0,916,3,4,2,76,1,3,4810,2396,3,13,4,1,16,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40,1.0,1107,1,3,4,45,2,3,5410,20392,3,12,4,1,11,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
32,1.0,857,1,3,1,49,3,2,11416,22174,3,11,3,1,14,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1.0,329,1,1,4,83,3,4,19189,6759,1,12,1,1,21,5,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
38,2.0,763,16,3,2,72,3,4,2956,15589,7,12,4,1,6,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
42,1.0,390,7,3,4,58,3,3,19847,21972,2,14,4,0,24,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
23,1.0,806,8,3,1,30,3,2,3760,9490,0,16,2,1,7,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,1.0,1334,7,3,3,42,4,4,19973,17799,4,14,3,3,29,4,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
35,1.0,461,16,3,2,40,4,3,2285,24812,1,13,4,1,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36,2.0,586,2,4,2,45,3,4,5562,22074,4,14,4,0,7,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1.0,715,20,4,4,47,3,3,5033,3449,0,14,4,0,16,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,1.0,955,10,3,2,98,2,4,5121,23474,4,20,4,1,9,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36,2.0,706,2,4,3,100,3,1,9980,3031,0,12,4,0,16,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
28,2.0,906,8,3,3,82,3,4,2194,12124,1,13,2,1,5,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53,1.0,1479,7,4,3,75,3,1,11849,24978,2,15,2,0,26,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,1.0,1001,5,3,1,93,3,1,10552,15471,4,12,4,2,13,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18,1.0,1294,24,3,1,52,2,4,1200,16900,1,19,4,0,0,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
31,1.0,530,27,4,4,71,4,4,5304,17485,3,12,2,1,13,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,1.0,1339,8,4,2,45,2,1,7457,25755,0,17,4,1,6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,1.0,663,1,3,4,57,3,1,2911,10205,1,11,3,1,10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
31,1.0,1356,3,2,4,100,3,3,3058,17778,2,16,3,0,6,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48,2.0,781,4,3,4,44,2,3,19187,21199,2,15,4,1,27,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,1.0,1332,25,2,2,49,1,3,4108,16900,5,12,3,0,22,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34,1.0,989,2,4,4,86,3,4,9714,7790,3,12,4,1,10,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
52,0.0,625,29,4,2,82,3,1,5467,13586,4,11,1,1,12,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
34,1.0,571,22,3,1,40,2,2,11557,22174,4,17,1,0,9,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
35,1.0,836,1,3,1,95,3,4,2659,18089,1,21,2,1,8,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
32,1.0,1476,28,2,1,81,3,4,5473,4060,3,14,2,0,8,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1.0,1300,7,2,3,57,3,3,4960,24017,1,12,4,1,7,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,1.0,604,10,3,3,75,4,4,2836,10293,1,13,2,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,1.0,1401,26,3,1,93,3,4,3201,19921,4,20,4,1,6,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36,1.0,1202,9,3,1,58,2,2,2351,26342,6,12,3,0,15,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,1.0,977,18,3,4,43,3,2,2678,15238,6,14,2,0,6,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
30,1.0,848,11,4,4,89,4,3,5343,5982,3,14,3,1,12,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,1.0,506,10,2,1,35,3,1,5674,23793,1,13,3,0,10,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
38,1.0,530,3,3,3,100,3,1,10325,24097,4,11,2,1,17,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41,1.0,335,10,4,1,61,2,4,2296,10425,3,17,2,1,7,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45,1.0,334,2,2,3,86,3,4,5486,6961,4,13,1,0,14,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
36,0.0,1179,15,3,3,48,3,2,3452,9096,2,16,2,0,10,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28,1.0,1303,24,3,3,49,2,4,2436,6409,1,13,2,1,6,3,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
29,1.0,827,9,3,3,89,2,4,2404,19294,1,11,3,0,1,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,1.0,1169,5,2,1,72,2,1,5326,11864,0,20,3,0,6,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29,0.0,1169,25,3,3,98,3,4,4197,22149,1,14,3,1,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,1.0,648,8,4,1,82,3,2,2718,17778,3,19,4,1,7,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43,1.0,1312,8,2,3,97,3,3,4448,17852,3,13,4,1,10,6,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
60,1.0,1396,5,3,2,46,3,3,13269,11354,2,11,4,1,23,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,2.0,549,11,2,2,76,4,4,3917,22490,9,14,3,2,10,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
27,1.0,861,16,3,4,78,4,1,3517,20251,9,19,2,0,6,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,1.0,1356,9,4,3,54,3,2,9250,20497,2,19,3,0,13,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
36,2.0,1329,2,4,3,90,3,3,2644,23231,3,19,1,0,7,3,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
39,1.0,430,7,4,1,60,3,4,3346,23070,7,22,4,1,7,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
45,2.0,530,29,3,3,52,3,1,10453,16376,1,21,1,2,24,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,1.0,634,25,3,2,80,3,4,7406,2373,2,14,3,0,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,1.0,1229,2,3,2,50,3,1,16856,21082,2,11,3,0,30,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
38,1.0,444,2,4,3,68,3,4,10609,22722,7,16,2,0,17,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
40,0.0,1179,8,4,3,46,3,1,8998,10893,7,12,3,1,10,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,2.0,589,17,5,4,77,2,4,4148,17783,0,13,4,1,12,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25,2.0,461,10,1,4,56,3,4,3917,14229,7,17,4,0,5,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
25,1.0,1375,15,1,1,96,3,4,4162,17544,1,16,2,2,5,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,1.0,427,4,3,2,76,3,4,5405,20364,0,18,4,2,21,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
26,1.0,736,2,1,1,86,3,4,6232,10877,0,12,3,1,5,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
39,2.0,1035,6,5,2,91,2,1,3074,15174,0,19,1,2,6,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46,1.0,836,18,4,3,84,3,3,6500,14229,1,17,4,0,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,1.0,1157,3,3,4,66,3,4,3702,16376,4,12,2,1,5,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
36,2.0,185,9,3,4,69,3,4,2696,26186,0,17,3,1,3,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
32,1.0,1146,1,4,2,51,3,4,3212,18624,4,15,4,0,10,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50,1.0,1261,7,4,1,76,3,2,2380,9964,3,16,3,0,5,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41,1.0,1084,3,4,2,59,3,4,6180,6759,3,17,4,1,12,5,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
45,1.0,1220,8,4,3,42,3,1,4478,23099,9,12,4,0,9,2,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
34,1.0,300,1,3,4,84,4,1,4345,20689,1,22,3,2,15,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33,1.0,1245,10,4,1,70,4,3,5775,16143,4,19,2,0,10,5,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
35,1.0,395,4,3,3,58,3,3,2231,4658,9,19,4,1,7,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
27,1.0,1131,4,1,2,46,3,3,2559,7108,1,18,3,1,2,5,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
34,1.0,350,7,2,2,91,2,3,2768,22478,1,14,4,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
50,1.0,623,8,3,4,59,3,2,16659,25755,3,12,4,0,28,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36,2.0,1089,19,4,3,95,2,3,2342,23016,3,22,4,0,8,5,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
27,1.0,1226,8,2,1,87,3,4,2308,9558,1,23,4,0,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,1.0,809,19,4,4,96,2,4,3196,22477,1,13,1,2,8,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,1.0,594,11,2,2,40,3,3,6162,14776,0,14,1,3,9,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30,1.0,1339,9,2,4,41,3,1,10448,5843,0,11,4,1,12,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
29,2.0,882,20,3,2,62,3,3,2468,18779,1,16,4,0,5,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
35,1.0,970,8,4,2,60,3,3,4601,14669,1,21,1,1,15,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
36,1.0,557,4,2,3,62,3,1,2756,3423,9,13,2,1,10,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36,1.0,477,3,3,4,73,4,4,2244,17808,1,12,4,0,8,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
35,1.0,1189,14,3,3,49,3,3,5745,24152,5,12,2,1,16,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32,2.0,200,3,2,4,45,3,4,5346,21072,4,13,3,0,7,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,2.0,571,28,4,3,70,3,3,4614,3854,9,18,2,1,4,5,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
39,1.0,1112,3,2,1,63,1,1,5689,17258,1,13,1,1,10,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1.0,563,17,1,2,51,2,2,3907,15497,1,16,3,1,6,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
22,1.0,581,3,1,1,61,3,1,2686,18154,1,12,3,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,1.0,672,8,3,3,72,3,2,10903,10195,3,19,3,1,15,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
46,1.0,1278,7,4,4,80,2,1,9699,5598,9,11,3,0,14,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
39,1.0,117,14,4,4,56,3,4,4678,22074,3,15,2,0,9,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50,1.0,193,7,3,3,64,3,3,13194,12853,8,11,3,1,19,4,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40,1.0,645,2,3,3,84,4,1,12808,8842,2,15,4,0,15,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
35,1.0,147,2,2,4,96,4,2,2683,15986,1,17,2,1,3,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
26,1.0,374,1,2,4,83,3,1,2853,5348,1,20,3,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1.0,670,6,3,3,51,3,4,2514,11189,4,17,3,1,13,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,1.0,265,5,3,4,69,2,2,2693,26959,1,16,4,0,1,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
40,1.0,530,10,3,3,79,2,4,13191,8059,2,21,3,0,20,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,1.0,218,10,3,3,72,3,1,4189,9100,1,13,4,2,5,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,2.0,408,7,4,4,63,2,4,2372,11005,7,22,1,0,7,5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
36,1.0,715,9,4,2,82,2,3,5207,16458,0,11,3,1,18,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,1.0,605,12,3,3,69,3,1,1675,22098,3,22,3,1,16,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,1.0,1316,2,2,4,59,2,2,6877,3064,2,14,3,2,13,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
43,2.0,566,8,2,3,94,3,3,10502,9659,9,20,1,1,18,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
50,1.0,818,3,2,4,94,3,2,18789,11652,2,17,3,0,22,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
24,2.0,991,28,2,3,48,3,4,4876,11591,9,11,2,1,6,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
36,1.0,1334,6,1,4,45,3,4,3646,8489,4,13,1,0,7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31,1.0,1277,7,4,2,68,3,1,2856,4279,1,11,1,0,2,3,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34,1.0,478,3,3,2,37,3,2,6825,13693,1,14,3,0,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0.0,1217,10,2,4,98,3,3,6500,16734,4,15,2,0,8,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34,1.0,984,5,2,4,48,3,1,5056,6227,2,12,3,1,16,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35,1.0,1427,1,3,4,52,2,2,3681,2326,0,14,4,0,6,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
43,1.0,1180,3,3,4,89,3,4,2819,3809,3,18,3,3,7,5,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
25,2.0,672,1,3,3,96,2,4,3730,25308,1,21,4,1,7,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
30,2.0,557,2,3,3,64,3,1,6811,20234,0,12,1,0,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,1.0,1225,16,3,3,86,2,1,4323,5829,0,18,2,1,10,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,1.0,1265,7,4,2,78,3,4,5473,24609,4,11,3,1,15,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,1.0,501,6,4,3,40,2,4,2570,19905,1,11,4,0,8,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
27,1.0,793,20,3,2,68,3,1,4759,15891,1,21,1,0,10,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,1.0,882,18,3,3,91,3,1,2380,8544,2,17,1,0,10,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51,1.0,1075,2,2,2,74,1,4,4537,21534,4,15,1,1,9,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,1.0,740,8,4,3,33,3,4,5257,22812,0,21,3,0,10,4,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
34,1.0,1243,8,2,1,32,3,4,5155,22670,1,15,3,0,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,1.0,1091,5,3,4,74,3,3,9738,4204,8,14,3,2,15,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,1.0,688,9,4,4,95,2,3,9278,22456,2,11,4,0,11,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
29,1.0,1223,8,1,4,49,3,4,3131,4761,0,18,1,0,4,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
37,1.0,1480,2,1,3,42,2,3,2099,4681,4,13,3,0,13,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
46,1.0,426,21,3,3,41,1,4,5207,5207,0,18,3,1,10,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
